treatment,run_id,problem,uses_cohorts,solution_found,solution_length,update_found,evaluation_found,update_first_solution_found,evaluation_first_solution_found,program
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25370,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25371,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25372,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25373,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25374,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25375,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25376,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25377,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25378,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25379,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25380,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25381,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25382,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25383,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25384,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25385,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25386,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25387,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25388,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25389,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25390,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25391,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25392,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25393,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25394,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25395,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25396,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25397,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25398,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25399,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_128__CS_4,25400,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25201,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25202,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25203,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25204,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25205,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25206,compare-string-lengths,1,True,14,276,4.52198e+06,233,3.81747e+06,"[SubmitTrue(1111100011111010,1111000010110010,0011111101110011),Close(0110000100001101,1101110111011010,0011100110011000),StrLength(0010001011011110,0010101100010010,1001100000110101),LoadStr2(0110010001101000,1010110110000010,1001111011101101),SwapMem(1010010100010100,0101010111110011,0101110111111000),LoadStr3(0011111101110100,1100010011111001,1110110000011110),StrLength(1010001110001010,1010010101110101,1111000101010110),TestNumLessTEqu(0011011001101110,0101101000110000,1110110101101110),Inc(0011111100010010,0100010010001101,0011001010000111),TestNumLess(1010000010110000,0010011000110000,0100010001111101),While(1111000101110001,0110101001100011,1001010000010000),If(1010000100110000,1000010011110100,0011011011111101),SubmitVal(0110000110011110,1000110010111100,1110011010100001),Close(0011111101011100,1111011010001100,1100110100010010)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25207,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25208,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25209,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25210,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25211,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25212,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25213,compare-string-lengths,1,True,36,300,4.9152e+06,295,4.83328e+06,"[StrLength(0001011110011010,1110000011000100,1111011000010100),Close(1100000011000111,0010000001000011,0111101011001111),SubmitVal(1001010101010100,0001011110110110,1010011010001010),Add(0101110010101110,0000000111000000,0011001101101011),Countdown(1011000010101100,0100010101000101,0101100101100010),IsStr(0100011011011110,1001111110110110,1000110000110111),TestNumGreaterTEqu(1110100010100100,0110110110000101,1101100101100110),Mod(0101010110010000,0100010001000000,1001010111101010),StrLength(1011100010100100,0100110100010101,0101100111100111),TestNumGreaterTEqu(0010110110110101,0111000110011101,0111101000001010),LoadStr2(0010101100111001,1001010000100111,1010000101100110),Countdown(1010001010001100,0100110101110011,0101100101100011),Mod(0101010110000000,1100010001000000,1001010111101000),StrLength(1011100010100100,0101110100000101,0101100101100111),Sub(0010000111100001,1110010111100001,1111111011011111),TestNumLess(0110011010110110,1100011111100001,0111100111000001),StrLength(1110100010100000,0010010100000101,0100100111000110),Not(0011101110111001,1110001000100110,1011000101010111),Countdown(1011001010001100,0100000100000010,1101101001100110),Countdown(1011100010100101,0100110101100011,0100100101100110),TestNumLessTEqu(1010100010000100,0100010101000101,0100110101100100),SubmitVal(1011110101010100,0011001001110010,1111010000001010),TestMemEqu(0111000111010100,0000010100000100,1011100010011100),TestNumLessTEqu(0010100010101100,0100011101100101,0010100100100011),Countdown(1000100110101100,0100110101100001,0101100100100010),LoadStr1(0001011010110111,0011001111011100,0011111011011100),SubmitVal(1001010100010001,0001011001110110,0111011010001110),CopyMem(0101101011111011,0011100011011111,0001101111011011),SubmitVal(1010110001010000,1001001000100000,1111111110001010),StrLength(1011110010110100,0101110100000100,0110100101100010),Mod(1011010011111100,0110110101110001,0111000101110010),TestNumGreaterTEqu(1010110010100100,0001110100000101,0100000100100110),Mod(1001000100000001,0001101010111001,1100111010111101),TestNumEqu(0000011101000000,0000000100001001,1100010110110001),SubmitVal(1001010101010100,0001001000110110,1111011010001110),SubmitVal(1011010101010100,1101011000110111,0111011001001110)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25214,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25215,compare-string-lengths,1,True,11,231,3.7847e+06,180,2.94912e+06,"[SubmitVal(1011011010010011,0000110001101011,0000100001010000),StrLength(1011110100110100,0001101001110111,0110010000000001),Inc(0010110100100011,0101000010000010,0001111111110010),LoadStr2(1111111011001000,0110001011100110,1001011110110110),StrLength(0101011011010100,0110001101000000,0010111000000000),TestNumLessTEqu(1011101110110101,0111001111001010,0001110100100011),Countdown(0010110100100011,0101000010010010,0000011111110010),Inc(0011110100100011,0101000010010010,0001111111111010),LoadStr3(0001000001010010,1010011000110110,0101000000110101),Routine(1110000110110110,1111110001011010,1000101100010010),Routine(1100010110000001,0100111110101101,1101010110101100)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25216,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25217,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25218,compare-string-lengths,1,True,20,211,3.45702e+06,165,2.70336e+06,"[LoadStr3(0101010010100010,0011101111100011,1011010100011110),TestNumGreater(1110111111111011,0101011101011100,0000001110011111),SubmitVal(1010000000010011,0100100000101111,0000110110110000),LoadStr2(0110110101010011,1101001001100100,0100101100010111),If(0001010100001010,1100111011101010,1000110110111101),Mod(0011111100110111,1011111110100110,0101110010101110),Close(0100110101010110,0101011100000001,1001100010110101),StrConcat(1010100001101001,1111010111010000,1000011111011110),Output(0111001111000010,1011011001000010,0100100001010000),IsNum(1011111100101011,0001010110110101,0010011101110011),SubmitTrue(0111110100101101,1101101101111100,1110010101001010),IfNot(0100000101110110,1111011110001110,1111101101001100),StrConcat(1110000010001010,0001110110000001,0011001001010010),Routine(0011111100111011,1111000001110001,0010110111001100),ModuleDef(0101110000101000,0000110010111110,1011011010010001),Break(0101110110100000,0010011011011001,0101100101001001),StrLength(0011010100010110,1100000110100010,1111000101110000),Not(1001000000010000,1001100110101001,0000100000001101),Floor(1111011001110111,0000001100101011,0100000101011110),StrLength(0011111001011111,0110000101010001,1111001001111010)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25219,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25220,compare-string-lengths,1,True,12,189,3.09658e+06,108,1.76947e+06,"[Dec(1111000100100101,1010011101001001,1001111100110111),TestNumLess(1011111110100100,0100000111000101,1000100101111011),StrLength(0000111001100100,0110011101001000,0010001100000100),Sub(1000101010101010,1101110111111111,0010111110100010),SubmitVal(1001100100011011,1101011010111111,1111101001100001),LoadStr3(1110000110100111,0110000111100101,1101111010110111),StrLength(1011110101110111,0000101111100100,1111000100011100),Countdown(0000101111001000,0100011011011000,0111111001101011),Div(0010000100000011,1100111001100011,0101111111101011),TestMemNEqu(0111000101100100,0001100110001100,1100110001010111),SwapMem(0111000011010001,0110001101011000,1100010011011010),Routine(0010111111101010,1110101010011110,0111001110010000)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25221,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25222,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25223,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25224,compare-string-lengths,1,True,35,120,1.96608e+06,120,1.96608e+06,"[Not(1101101100000111,1010001111001111,1111111101101110),Mod(1000001011110011,1100100101110111,0011111101100101),ModuleDef(0110100110110111,0010101110100111,0100110000000010),Output(0101010101011110,0111010001101011,1111001111111111),TestNumGreater(0010011000100010,0011110010010000,0011011010101100),StrLength(0011100100000000,1110101110100100,0010010111000110),Dec(0010000000110100,0100111111100001,1110100101101000),TestNumLessTEqu(0000001010000100,1010000000111101,0111000100101011),TestNumLessTEqu(1001010001110110,0111111100001001,1100101111110101),SubmitFalse(1000010001100111,1011111111101000,0010110010011111),StrLength(0011000100000000,0110101110100100,0010010111000110),TestNumLessTEqu(0000001010000101,1010000000111101,0111000100101011),TestNumLessTEqu(1001110001110110,0111111100001001,1100101111110101),Break(0000100010000110,1110100000001100,0001110010100011),TestNumEqu(1100010101100110,1111110001111000,1000011000111011),LoadStr1(1001100111010100,1000100000011010,0101001100000100),If(0010001110111100,1000010011011101,0010001001101000),Div(0110011010000000,0111101001100110,0101011010100011),SwapMem(1110100111100101,0000101011100100,1100111001010000),Routine(1100011011011101,1001001000110001,0100001110001100),SubmitFalse(1001000001100111,0110010101110011,1000001101000110),StrConcat(0101101110001111,1001001110011101,0111001100010100),LoadStr3(0100000011001100,0001100001010111,0010010111000010),Mod(0110101101111111,1110000101110000,0101101101001000),SubmitTrue(1110000110100111,1111101010110110,0100100011111101),TestNumGreaterTEqu(0111000010111010,1010000010001100,1110010101010001),LoadStr1(0101101100011100,0110000001110010,1011101001000100),IsNum(0000001011010001,1010000000101011,1101110000111011),Mod(0000000101100010,0000111010011010,1110000010110110),Not(0000100101001000,0000000001000101,1100110101110010),While(1001010110100100,0010010001110101,0101010111011010),Inc(0010010111010011,0111010011010000,0011101010000101),Output(0001010100011101,1110001100011001,1111100111000100),TestNumGreaterTEqu(0100001010100010,0111110010011111,1110000001000101),Output(1100110101011101,0110101100100001,1011001110010000)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25225,compare-string-lengths,1,True,8,184,3.01466e+06,37,606208,"[Close(0101100001111111,0101010111101011,0100101111001011),StrLength(1011000000110100,0001100001111011,1000111000111011),StrLength(1101100001000011,0111101000010001,1111001111000111),LoadStr1(1110110010110000,0001011000100100,1000100011001010),TestNumLess(0001011110110000,0000001111111100,1000100111110000),SubmitVal(1101101011010000,0101001100110010,0100011100010000),IfNot(1001110110101010,0110110100010001,1000100000100110),IsStr(0001011100000000,0100110101011110,1000000001011101)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25226,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25227,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25228,compare-string-lengths,1,True,60,205,3.35872e+06,205,3.35872e+06,"[SwapMem(0010001011101111,0110100010111000,0010101100011011),SubmitFalse(1010010101000001,0111000110100001,0000101000000001),TestNumGreaterTEqu(1010101111101110,1111001001010111,1011010111001100),Input(0000000011101101,1111101110000000,1101001010100110),TestMemNEqu(0000111101010110,0011100111011101,0010110011011010),StrLength(0010010011101101,1111111111000101,1101011000011110),StrLength(0011000000001001,0010101101100000,1101111111001011),SwapMem(0101000100111011,0001011110111000,1111011001010011),PullGlobal(1100101111000000,1000000010001101,0000010001001000),Inc(1011100110101111,1000011100110111,1111000100111111),StrLength(0101010010101011,1000011001100010,0101010110100101),TestMemEqu(1100000110010100,0111110100101000,1011100001001000),TestNumLessTEqu(0011101101110010,0111110010101001,0101100101001000),SubmitVal(1000000001111000,1010000010001101,0000101111000011),Close(1110111110100010,1101110000001101,1101001110111001),IsNum(1101110011100010,0000101110010000,1111010100010001),SwapMem(0000010110001010,1111000011100110,0100011101101011),If(1000111100010100,1000011110000011,0001001011000011),Call(1001010110011010,1011000110011101,0011011001001100),TestNumLess(1011010001001001,0010110111110010,1010001011111101),Mult(1001101101001110,1000101111010000,1001110010010010),Break(0001100011000100,0110111000100011,0101110011001101),CopyMem(0101110000010111,0011111110100101,1111000110100000),LoadStr3(0111011001101001,0010010001010001,0001010100111000),CommitGlobal(0001110011000101,0011111100001011,0101110001101101),Close(1100111001100100,1000000010101101,0010110101011000),Div(0010111100011011,0001010011011111,0110011000110001),SwapMem(1111000000010001,0001001011101101,0011010010001010),StrLength(1101010110000001,0110011000100011,0101010110100001),Mod(1100000010011110,0111010100111000,0011000010000010),LoadStr3(1110110110110100,1110100110010101,0011101100011000),TestNumNEqu(1100110001011000,1100010110110010,0111001111000000),TestNumNEqu(0010011001010111,0111100101100011,1010011010100110),If(0000011000001000,0000111011110010,1100110010111111),TestNumNEqu(1100011101010100,1111100110100101,0101001111101111),Close(0110101110100010,1101111010001101,1110000111111001),TestNumGreater(1111001101001011,1100110001110001,1111001100101101),TestNumLessTEqu(0001000011001001,0111111000000111,0101110010111101),LoadStr3(1111001000010110,1010001000000001,0111100100100011),Mod(0011111010111000,1010011010011011,1100000110001110),Countdown(1101010011100100,1001010101000010,1100100101001100),Countdown(0001100001111101,0001010101100010,1100100110110100),LoadStr3(0010100101010110,1001110111010011,1011101000001110),IsStr(0001100110011010,1010011110001110,1110001101010011),Break(1001100001010101,1011011100000000,0100010010101000),PullGlobal(1100000100101110,1011000111001010,0100011110010100),SwapMem(0111001111111110,0010010111000110,0010111111100011),CommitGlobal(0011001011011110,0101000111011110,1000111001000010),Div(1111000101011111,0000011110110000,0111100001001110),Dec(1000000001101011,1001111111111010,1000100110100100),ModuleDef(1111001111110000,0100110110100011,0000100000011010),Input(0111010101000011,0110000010101110,0101011000101100),Mod(0101111111010001,0011111011100011,1101101101000011),SubmitFalse(0000010001101100,0000100001011100,0000010111000110),TestNumGreaterTEqu(0000111111101010,1000010010100001,1110001010010011),While(0100001010000110,1111100001010100,0011011101101001),TestMemEqu(0110101111101010,1010010100010100,1010001011000011),SubmitTrue(0000111110101011,0110101000010000,1010100000000111),Dec(1111011010110100,0100111100000011,1111011110101010),SwapMem(0001101000100011,0111000111011001,1111000011000001)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25229,compare-string-lengths,1,True,16,215,3.52256e+06,188,3.08019e+06,"[StrConcat(1000101000011100,0001001011101111,0101111101001010),StrLength(1100101011000111,0111000010111101,1100101000110101),LoadStr3(1100001100000101,0000100111101011,1001011110110001),StrConcat(1000011010000111,0001011010000101,1010100101011011),Inc(1100000011101100,1111000001100011,0110101000011011),StrLength(0101000111100001,1011000101000111,0101011100100111),SubmitVal(1100111111001001,1111000101101111,0101110000111101),SwapMem(0010100110010100,0100101101111001,1110001011101011),TestNumLessTEqu(1010100011111101,1011000001100011,0000110000011101),TestNumGreater(0010010100010000,0101101110001110,0110000011010000),Not(0010000000011110,1001100110000001,0111011100110111),Add(1011011100000111,0000110101110111,1100110101010110),LoadStr2(1100111111100011,0000011100011010,0000011010110110),If(0000110101111010,0011001101111111,0101001010101011),Routine(0110110000001110,1000011010111110,1101001010110000),IsNum(0110010011011001,1111001010000010,0101010101011011)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25230,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25231,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25232,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25233,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25234,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25235,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25236,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25237,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25238,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25239,compare-string-lengths,1,True,14,283,4.63667e+06,106,1.7367e+06,"[StrLength(0010001111100110,0111100100110011,0010001000001100),LoadStr1(1000001110101110,0000111001000111,1000100111100000),SubmitVal(0101110111101100,1100101001010101,1111101110010100),StrConcat(1011001100111001,0110101011101011,1100111100110111),StrLength(0101110101001000,1000111111101101,0010111010110110),TestNumLess(1101011110011100,0010110100010011,1111011001110100),StrLength(0000001111100110,0111100100110011,0010011000001100),LoadStr1(0000001110101110,0000101001000111,1000100111100000),SubmitVal(1101110111101100,1101101001000101,1111101110010110),Inc(1011001100111001,0110101011101001,1100111100110111),StrLength(0101010101001000,1000111111101101,0010111010110110),TestNumLess(1101011110011100,0010110100010011,1111011001110100),Countdown(1110011011101010,0101011110111010,0001010100010100),Routine(1001111101011100,0111000001110110,0011101011001011)]"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25240,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25241,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25242,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25243,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25244,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25245,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
PROBLEM_compare-string-lengths__SEL_COHORT_LEX__CN_16__CS_32,25246,compare-string-lengths,1,False,NONE,NONE,NONE,NONE,NONE,"NONE"
